Timestamp,Open,High,Low,Close,Volume,IsFilled
2024-01-01T23:00:00,20.6358,20.668805,20.6325,20.638055,0.9672999871399952,False
2024-01-02T00:00:00,20.638105,20.659115,20.624385,20.655215,1.5107399821135914,False
2024-01-02T01:00:00,20.654615,20.699800000000003,20.64935,20.666905,2.5962299524690025,False
2024-01-02T02:00:00,20.66695,20.684935,20.640785,20.678665000000002,1.7308699779532617,False
2024-01-02T03:00:00,20.67865,20.7043,20.6659,20.696865000000003,1.0501699816813925,False
2024-01-02T04:00:00,20.697015,20.707165,20.68955,20.696849999999998,1.1732299826398958,False
2024-01-02T05:00:00,20.697000000000003,20.74915,20.69585,20.745600000000003,1.3557499758171616,False
2024-01-02T06:00:00,20.7461,20.76815,20.7301,20.7429,1.214899975224398,False
2024-01-02T07:00:00,20.7421,20.7648,20.731965000000002,20.732065,2.6819999491999624,False
2024-01-02T08:00:00,20.7319,20.74645,20.718899999999998,20.73385,2.8846899479976855,False
2024-01-02T09:00:00,20.73395,20.78985,20.73335,20.770899999999997,2.43669494934511,False
2024-01-02T10:00:00,20.771099999999997,20.7782,20.73585,20.76095,2.0937399566173553,False
2024-01-02T11:00:00,20.7605,20.7628,20.68365,20.69295,3.061609938755282,False
2024-01-02T12:00:00,20.69235,20.695500000000003,20.651685,20.6802,2.8727899407531368,False
2024-01-02T13:00:00,20.6799,20.71125,20.649485,20.663265000000003,4.68471491317905,False
2024-01-02T14:00:00,20.66395,20.70455,20.622700000000002,20.70445,6.997919867324526,False
2024-01-02T15:00:00,20.7043,20.707500000000003,20.559815,20.594185,6.784488865923777,False
2024-01-02T16:00:00,20.594605,20.6768,20.592399999999998,20.6618,3.137879930436611,False
2024-01-02T17:00:00,20.66235,20.6704,20.619235000000003,20.6279,1.9160299610812217,False
2024-01-02T18:00:00,20.62805,20.650455,20.606499999999997,20.6126,1.8319699663552456,False
2024-01-02T19:00:00,20.612000000000002,20.622284999999998,20.6052,20.6097,1.33665997623757,False
2024-01-02T20:00:00,20.610300000000002,20.61715,20.580534999999998,20.582585,1.9049099696421763,False
2024-01-02T21:00:00,20.583435,20.5929,20.581385,20.588250000000002,1.069729997718241,False
2024-01-02T22:00:00,20.588250000000002,20.588250000000002,20.588250000000002,20.588250000000002,0,True
2024-01-02T23:00:00,20.588949999999997,20.60115,20.587285,20.5963,0.6279599920089822,False
2024-01-03T00:00:00,20.59645,20.6219,20.592644999999997,20.6025,1.302239985379856,False
2024-01-03T01:00:00,20.602600000000002,20.62605,20.596335,20.625685,1.9352799702464836,False
2024-01-03T02:00:00,20.625635000000003,20.65235,20.616500000000002,20.647315,1.5816899755009217,False
2024-01-03T03:00:00,20.647215,20.657035,20.634235,20.651699999999998,1.7747499790420989,False
2024-01-03T04:00:00,20.6511,20.656385,20.64495,20.649434999999997,0.809899991407292,False
2024-01-03T05:00:00,20.649234999999997,20.66005,20.63555,20.641399999999997,1.0914399811445037,False
